ID,Warehouse_block ,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
526,B, Ship,2,4,195,4,medium,M,3,5641,1
527,B, Ship,3,3,193,3,medium,F,,3453,1
528,F, Ship,4,1,237,5,low,F,5,1041,0
529,F, Road,5,2,260,2,high,M,,2018,1
530,C, Flight,4,5,150,2,low,F,30,1782,1
531,B, Ship,,2,168,3,low,M,26,1526,1
532,C, Ship,,4,272,2,low,F,1,5983,1
533,A, Ship,4,3,109,2,medium,F,4,5407,0
534,C, Ship,5,1,240,5,low,M,,1400,1
535,C, Road,5,4,254,2,low,M,9,5658,1
536,B, Ship,,4,177,6,low,M,6,5451,1
537,C, Ship,,4,241,4,high,M,,4412,1
538,F, Ship,4,5,159,5,medium,F,,5654,1
539,F, Ship,,5,243,5,medium,M,28,1100,1
540,C, Ship,3,4,216,,low,F,,2042,1
541,B,?,4,3,225,5,low,M,,1755,0
542,B, Road,3,1,242,4,low,M,10,4809,1
543,A, Ship,6,2,282,,medium,M,8,1553,0
544,C, Ship,5,2,272,3,high,M,5,4972,0
545,B, Road,4,5,217,5,low,F,3,1572,1
546,C, Ship,4,4,132,4,medium,F,,1692,1
547,F, Ship,4,1,233,4,low,M,2,1809,0
548,F, Flight,3,1,265,3,medium,M,,2194,1
549,F, Ship,,5,274,5,low,M,,1225,0
550,A, Ship,4,5,202,3,medium,M,,5416,0
551,F, Ship,3,2,151,2,medium,M,1,5179,0
552,C, Road,,3,178,8,medium,M,8,4774,1
553,B, Ship,4,5,257,2,low,M,3,5394,0
554,A, Flight,4,4,223,4,low,M,,5613,0
555,F, Ship,4,5,224,6,high,F,,5659,1
556,C, Ship,,1,236,4,low,F,10,2030,1
557,B, Ship,3,5,107,5,low,F,4,5624,0
558,F, Flight,4,3,235,5,low,F,,?,1
559,F, Ship,4,2,150,3,low,M,,5787,1
560,A, Ship,3,5,165,3,low,M,3,5409,0
561,B, Ship,5,5,235,5,low,M,4,1758,0
562,F, Flight,5,4,281,3,low,F,,5675,0
563,D, Ship,5,1,150,4,low,F,1,5098,0
564,D, Road,3,1,159,2,medium,M,5,4906,1
565,F, Ship,5,4,193,3,low,M,55,2758,1
566,F, Ship,5,5,184,3,low,F,5,5045,0
567,C, Road,6,2,308,5,medium,F,,1118,0
568,C, Ship,,2,276,2,low,M,54,3706,1
569,D,?,3,3,114,6,low,F,26,1825,1
570,D, Ship,3,4,236,3,medium,M,,5851,0
571,F, Ship,5,4,266,6,low,F,5,5481,0
572,F,?,3,5,214,2,medium,F,,4578,0
573,F, Ship,6,5,301,,low,F,7,1393,1
574,C, Ship,7,5,278,4,low,F,5,1126,1
575,B, Flight,3,5,257,2,low,M,2,?,1
576,F, Road,2,1,190,3,low,M,,2108,1
577,F, Ship,3,3,229,2,medium,F,,5670,0
578,D, Ship,,2,262,2,low,M,7,5141,1
579,F, Ship,4,3,263,6,medium,M,10,1345,1
580,F, Ship,,1,255,4,medium,F,,1088,1
581,D, Flight,5,2,247,3,low,M,17,3889,1
582,F, Ship,4,5,275,,medium,M,,5394,1
583,D, Ship,,5,204,5,medium,F,10,4251,0
584,A, Road,5,2,154,3,low,M,,1238,1
585,D, Ship,,1,176,4,low,F,1,4270,1
586,B, Ship,,2,135,3,medium,M,9,5173,0
587,F, Ship,6,2,172,2,low,M,41,1006,1
588,F, Ship,4,1,163,4,medium,M,2,5432,1
589,A, Ship,4,3,247,4,low,M,16,2362,1
590,C, Ship,7,3,305,4,medium,F,,1167,0
591,F, Ship,4,3,239,3,low,F,28,2741,1
592,D, Ship,4,3,170,3,medium,F,,5330,1
593,B, Road,5,3,265,,low,F,3,?,1
594,B, Ship,4,2,240,5,medium,M,,1711,1
595,A, Ship,3,1,191,3,high,F,,2069,1
596,F, Ship,3,2,178,,medium,F,,1933,1
597,F, Road,3,5,272,2,low,M,,5638,1
598,C, Ship,,3,220,6,medium,F,6,1830,1
599,B, Ship,,1,177,3,medium,M,61,?,1
600,C, Ship,,1,249,2,low,F,2,5572,1
601,B, Ship,,2,247,3,low,F,,4686,1
602,C, Flight,4,3,219,5,low,F,,?,1
603,F, Ship,,3,253,4,low,M,9,1729,0
604,A, Ship,4,5,217,3,medium,M,,5461,1
605,F, Flight,2,5,162,4,medium,M,49,1671,1
606,F, Road,4,1,133,3,low,M,57,1379,1
607,D, Ship,2,1,148,2,low,M,10,5939,1
608,D, Flight,7,1,254,4,low,M,,1876,0
609,A, Flight,4,5,161,3,low,F,5,4732,0
610,C, Ship,3,5,218,4,low,M,,5330,0
611,F, Ship,5,4,255,6,low,M,,4638,0
612,B, Flight,,1,205,,low,M,10,4086,0
613,A, Ship,3,3,163,2,medium,F,,1369,1
614,F, Ship,3,4,170,3,low,M,,4716,1
615,A, Ship,7,1,281,4,low,F,9,1235,0
616,D, Flight,3,2,257,2,medium,F,,4132,1
617,B, Ship,5,1,160,4,medium,M,5,5841,0
618,F, Ship,2,2,146,3,medium,F,,1162,1
619,C, Ship,,3,132,2,low,F,,4355,1
620,C, Flight,,2,308,5,medium,M,,1303,0
621,B, Ship,3,2,252,4,low,M,29,2353,1
622,F, Ship,,5,190,,low,M,,3548,1
623,B, Ship,4,3,135,2,medium,F,,1073,1
624,F, Ship,7,1,244,4,low,M,8,1817,1
625,D,?,5,5,240,2,low,F,2,5655,0
626,C,?,3,3,190,3,medium,M,,4468,1
627,A,?,4,4,225,3,low,M,,2892,1
628,C, Ship,4,1,153,3,medium,M,5,5952,0
629,C, Ship,5,5,223,5,medium,M,,1132,0
630,A, Ship,5,3,268,3,medium,F,,4152,1
631,A, Ship,4,3,185,,medium,F,10,2263,1
632,C, Ship,,5,240,3,low,F,,5642,0
633,A, Road,4,4,178,4,medium,F,13,1614,1
634,F, Ship,4,4,199,3,low,M,10,?,1
635,D, Ship,4,1,192,4,high,M,10,4570,1
636,B, Ship,3,2,123,4,low,F,10,5891,0
637,F, Ship,,2,300,5,low,M,,1696,0
638,F, Flight,4,3,235,3,medium,F,,?,1
639,B, Ship,4,1,157,2,medium,F,7,4690,1
640,B, Flight,5,2,275,5,low,F,9,5168,1
641,A, Ship,,5,204,2,low,F,1,?,1
642,D, Ship,,5,258,2,medium,M,,?,1
643,C, Road,4,4,199,3,low,F,,5016,0
644,F, Ship,,4,209,,medium,M,,4976,0
645,C, Flight,5,3,154,4,low,F,3,1066,1
646,A,?,,5,233,4,low,F,,4652,0
647,F, Ship,4,4,217,6,medium,M,,1974,0
648,C, Ship,3,5,183,,low,M,8,5881,1
649,A, Road,4,3,203,4,low,F,,5274,0
650,F, Road,4,3,136,3,low,M,,4911,1
651,A, Ship,3,1,171,2,medium,F,,4010,1
652,C, Ship,,4,186,3,low,F,8,4969,1
653,F, Flight,3,2,227,2,medium,M,,?,0
654,B, Road,,5,166,2,medium,M,,4523,1
655,C, Ship,4,3,261,,high,M,47,2336,1
656,D, Flight,3,5,168,5,medium,M,,5731,1
657,B, Ship,,3,249,4,low,M,,5868,1
658,A, Road,7,1,264,4,medium,F,,1540,0
659,F, Ship,3,5,133,3,medium,F,4,5902,0
660,F, Flight,5,2,219,5,low,M,,1276,0
661,F, Ship,3,1,121,2,low,M,2,5210,1
662,F, Ship,4,5,142,2,medium,F,,5425,1
663,F, Road,3,5,241,3,medium,M,10,5099,1
664,F, Ship,,2,243,2,medium,M,26,2719,1
665,B, Ship,4,1,270,3,low,F,,5212,0
666,F,?,,5,116,3,medium,F,9,1314,1
667,B, Ship,4,3,137,3,medium,M,9,5016,0
668,D, Ship,7,2,279,,medium,M,5,1210,0
669,C, Flight,,4,285,,high,M,,4427,1
670,D, Road,4,1,261,2,medium,F,,4158,0
671,A, Road,,2,304,4,low,M,,1256,1
672,B, Ship,,5,163,4,high,M,,5118,1
673,F, Ship,6,5,291,4,low,M,3,?,1
674,F, Ship,3,2,232,,low,F,,2139,1
675,A,?,5,4,171,3,low,F,,5011,0
676,F, Ship,3,5,149,3,low,F,7,4357,0
677,B, Flight,3,4,217,2,medium,F,,5450,0
678,F, Flight,3,3,168,4,low,F,,4541,1
679,B, Ship,3,3,150,3,medium,M,,5852,0
680,F, Ship,3,2,189,3,high,M,,4997,1
681,C, Ship,,5,246,3,medium,F,,4956,0
682,D,?,3,4,145,3,medium,M,4,5361,1
683,D, Ship,,2,207,3,high,F,,4909,1
684,A, Ship,6,1,304,4,low,F,4,1236,1
685,F, Flight,,4,221,5,medium,M,,4511,1
686,F, Road,7,5,296,,low,M,,1686,1
687,F, Ship,4,5,177,3,medium,F,,4243,1
688,F, Flight,3,2,150,3,high,M,2,5502,0
689,B, Ship,,5,212,4,low,F,9,5791,0
690,A, Road,3,5,267,2,high,M,,4195,1
691,B, Ship,,5,208,3,low,F,,3977,1
692,A, Flight,4,5,133,,medium,M,,5180,1
693,F, Ship,,3,190,10,medium,M,,3062,1
694,B, Flight,,2,227,10,low,F,,4619,0
695,A, Ship,,4,121,3,low,F,,1611,1
696,F, Ship,3,5,228,4,medium,M,,2243,1
697,C, Flight,,3,269,6,medium,M,62,3950,1
698,C, Road,5,1,227,5,low,M,,1620,1
699,F, Ship,,1,203,2,medium,F,51,3976,1
700,F, Ship,4,4,272,3,low,M,,5458,0
701,F, Ship,5,3,133,,medium,F,29,1094,1
702,C, Ship,3,1,212,6,low,M,,5339,0
703,B, Ship,4,2,256,2,medium,M,10,3128,1
704,B, Ship,3,1,167,3,medium,M,10,4341,1
705,B, Ship,5,1,162,3,medium,M,,?,1
706,C, Ship,3,2,247,3,medium,M,,5194,0
707,F, Road,5,5,210,3,medium,M,,5906,1
708,D, Ship,6,2,306,4,low,F,,1815,1
709,B, Ship,4,4,146,4,medium,M,,4953,1
710,F, Flight,3,4,217,3,low,F,5,4077,0
711,F, Ship,4,1,186,4,medium,F,57,3880,1
712,A, Road,3,1,251,3,medium,M,42,3698,1
713,C, Ship,4,2,205,2,low,F,,5580,0
714,C, Road,5,3,258,3,medium,F,,5719,0
715,F, Ship,5,1,274,5,low,F,,1558,1
716,B, Ship,6,3,219,5,low,M,9,1483,1
717,F, Flight,3,1,170,3,low,M,,4454,1
718,F, Ship,5,5,163,3,low,M,,1536,1
719,F, Ship,2,2,201,3,high,M,,4865,1
720,B, Flight,4,2,266,3,medium,M,,4197,1
721,D, Road,3,4,144,,low,M,56,1496,1
722,F, Ship,5,3,264,,low,F,61,2025,1
723,C, Ship,4,2,196,3,low,M,,5172,1
724,C, Ship,4,4,208,2,medium,F,,?,1
725,C, Road,,4,193,2,low,F,,4855,1
726,F, Ship,,4,236,3,medium,F,5,5466,0
727,C, Ship,4,4,143,,medium,F,,5630,1
728,D, Road,4,5,240,,low,F,5,5734,1
729,F, Road,4,5,268,6,medium,F,7,4709,0
730,B, Road,4,5,257,5,medium,M,,1008,0
731,F, Ship,3,1,196,,medium,M,,4516,0
732,B, Ship,2,3,275,3,medium,M,10,4183,1
733,C, Road,3,5,275,,low,F,,4619,0
734,A, Ship,,2,139,3,high,F,,1546,1
735,A, Ship,3,5,243,3,low,M,1,4623,0
736,D, Ship,4,5,248,4,low,F,,4427,0
737,C, Flight,4,3,249,3,low,M,,5017,1
738,F, Ship,4,3,169,6,medium,F,2,?,0
739,F, Ship,,3,158,3,medium,F,,1207,1
740,F, Ship,3,4,269,3,medium,M,9,5133,1
741,D, Ship,5,3,264,10,medium,F,34,3441,1
742,F, Flight,5,2,234,5,medium,M,7,1524,0
743,B, Ship,4,2,259,4,low,F,,2495,1
744,B, Road,3,1,112,5,medium,F,41,1249,1
745,B, Ship,,4,257,3,medium,M,,2941,1
746,B, Ship,,3,178,6,low,M,,4203,0
747,F, Ship,,5,160,2,medium,F,,5234,0
748,B,?,4,2,253,2,low,F,4,4502,1
749,A, Flight,3,1,185,3,medium,M,3,3051,1
750,D, Ship,,4,254,5,low,F,36,2039,1
751,C, Ship,,4,164,3,high,F,55,1293,1
752,D, Ship,4,1,179,4,medium,F,,4071,1
753,C, Flight,5,2,198,3,low,F,7,5768,1
754,B, Ship,2,5,160,3,medium,F,,7401,1
755,F, Flight,3,3,220,3,low,F,2,5065,1
756,F, Ship,3,5,221,10,medium,F,,5743,1
757,C, Ship,3,4,267,3,high,F,,5204,1
758,D, Ship,,5,117,5,medium,F,1,4378,0
759,F, Ship,5,1,144,4,low,M,37,1658,1
760,D, Ship,6,5,286,4,low,M,9,1282,1
761,F,?,4,1,253,3,low,M,36,2591,1
762,B, Ship,3,1,215,3,medium,F,,3873,1
763,D, Ship,4,2,224,2,medium,F,8,4781,1
764,A, Flight,5,2,264,8,high,M,,5252,1
765,D, Ship,,3,185,10,high,M,1,4973,0
766,A, Ship,5,1,176,6,medium,M,9,4839,1
767,B, Ship,4,2,268,3,low,F,,5488,1
768,B, Ship,4,2,224,3,medium,F,3,4511,0
769,F, Ship,,3,189,4,low,M,34,3355,1
770,C, Road,,3,202,3,low,M,4,4134,1
771,F, Road,,2,257,6,low,M,3,1379,1
772,B, Ship,4,2,270,2,high,F,,5080,1
773,D, Flight,5,2,219,5,low,F,,1505,0
774,C, Ship,5,1,274,2,medium,M,24,2423,1
775,F, Ship,4,1,114,3,medium,F,9,1240,1
776,C, Ship,5,3,266,5,medium,F,2,1510,1
777,D, Ship,,2,247,,medium,M,3,1118,0
778,D, Ship,3,3,250,2,medium,F,8,5067,0
779,D, Ship,3,4,222,,medium,M,3,4068,0
780,C, Ship,5,1,170,3,medium,F,,1883,1
781,A, Ship,4,4,219,3,medium,M,,4947,0
782,A, Ship,4,4,189,4,high,F,56,2646,1
783,A, Ship,3,4,145,3,low,F,7,4079,1
784,B, Flight,,4,289,4,high,F,,1822,0
785,B, Ship,2,3,187,2,medium,F,10,5957,0
786,D, Ship,3,3,197,2,medium,M,,5255,0
787,F, Ship,3,2,204,4,low,M,,4745,0
788,F, Ship,3,3,250,2,medium,F,,4380,0
789,A, Ship,5,1,224,5,low,M,,1600,0
790,F, Flight,,4,245,5,low,M,6,3592,1
791,C, Flight,5,5,268,3,medium,M,2,4459,1
792,A, Ship,,4,191,4,low,M,8,4566,1
793,D, Ship,3,5,209,3,medium,M,,5591,0
794,A, Flight,,1,182,,high,F,,5398,0
795,F, Flight,,4,165,6,low,F,,4640,1
796,D, Ship,3,5,137,4,high,F,,1477,1
797,B, Ship,3,1,258,3,medium,F,,5828,1
798,D, Ship,4,2,236,3,low,F,,4076,0
799,F, Ship,4,2,266,2,low,F,,5516,0
800,B, Ship,6,4,271,3,low,F,7,5192,1
801,C, Ship,5,5,273,4,low,M,,4064,1
802,C, Ship,5,1,111,4,high,F,,5978,1
803,F, Flight,4,1,266,3,low,M,10,4382,0
804,A, Ship,,1,237,4,medium,F,22,2231,1
805,C, Ship,5,2,250,6,low,M,1,1296,1
806,F, Ship,,1,208,3,medium,F,8,4890,1
807,D,?,4,3,271,2,medium,M,22,2595,1
808,F, Ship,3,2,160,10,medium,M,,1548,1
809,D,?,5,2,268,,medium,F,,1061,1
810,F, Ship,3,5,271,2,medium,M,,4958,0
811,B, Flight,,3,142,3,medium,M,23,1897,1
812,C, Ship,4,4,268,4,low,M,5,5647,0
813,A, Ship,4,5,157,2,medium,M,,5937,0
814,D, Ship,,5,137,2,low,F,6,5709,1
815,B, Ship,7,1,250,5,medium,M,,?,0
816,F, Ship,,2,270,2,low,M,,3599,1
817,A,?,4,2,197,3,low,M,4,5800,0
818,D, Ship,3,5,115,3,medium,M,60,1122,1
819,D, Road,3,4,208,2,low,F,3,5811,1
820,A, Ship,,1,157,2,medium,M,,5801,0
821,F, Road,,4,195,2,low,M,,3108,1
822,B, Ship,4,5,253,3,low,F,,3096,1
823,C, Road,7,5,301,,low,M,9,1660,1
824,A, Ship,,2,177,3,medium,M,8,5006,1
825,F, Ship,5,1,257,6,low,M,2,1258,1
826,F, Ship,3,3,151,3,low,M,9,5082,0
827,D, Ship,3,5,195,3,medium,F,9,4224,0
828,F, Ship,,3,151,3,medium,M,22,1024,1
829,D, Ship,6,1,298,4,low,F,1,1735,1
830,F, Ship,6,2,285,4,medium,M,,1016,1
831,F, Ship,4,4,197,3,low,F,,5099,0
832,A, Ship,3,1,163,4,low,F,20,?,1
833,C, Ship,5,4,241,5,medium,M,1,1924,1
834,A, Ship,,1,260,,medium,F,2,4529,0
835,F, Ship,3,1,232,2,medium,F,,5104,1
836,B, Ship,3,3,260,2,low,M,8,5382,0
837,D, Road,,4,260,5,low,M,10,1708,1
838,F, Ship,3,1,196,3,low,M,,4546,0
839,C, Flight,3,5,214,2,medium,F,4,4077,1
840,A, Ship,3,2,148,2,low,F,1,4133,1
841,B, Road,5,2,173,3,low,F,7,1855,1
842,A, Ship,5,5,162,2,medium,M,,5868,0
843,F, Flight,4,2,220,2,medium,M,5,5864,0
844,C, Shipzk,4,2,249,5,low,M,1,1200,0
845,F, Flight,3,4,243,3,medium,M,6,4950,0
846,B, Ship,4,5,135,3,low,M,,5013,0
847,C, Ship,4,3,260,4,low,F,5,5307,0
848,F, Road,,4,240,3,low,F,,2356,1
849,A, Ship,5,2,173,4,high,F,,4307,0
850,C, Ship,4,5,133,3,low,F,,1467,1
851,F,?,2,4,258,3,medium,M,7,5736,0
852,A, Flight,3,1,153,3,low,M,9,4404,0
853,B, Ship,3,5,253,2,medium,M,,2205,1
854,F, Ship,4,3,244,2,low,M,,3125,1
855,B, Ship,4,3,275,,medium,M,,1329,0
856,F, Ship,4,1,260,2,low,F,1,5001,1
857,F, Ship,3,5,270,2,medium,F,46,2716,1
858,A, Ship,,5,199,4,medium,M,,5585,1
859,D, Road,5,4,173,3,low,M,,5432,0
860,C, Flight,6,5,305,4,medium,M,10,1418,1
861,A, Ship,,3,148,4,low,F,,4243,0
862,D, Ship,5,4,176,3,medium,M,,5456,0
863,B, Ship,4,5,155,3,low,F,10,5315,1
864,B, Ship,,4,172,6,medium,F,1,4618,0
865,F, Flight,5,4,135,4,medium,M,4,4541,0
866,C, Road,2,3,155,3,low,F,45,?,1
867,C, Flight,3,3,154,2,low,M,,5884,1
868,D, Ship,5,1,171,2,low,M,,5252,0
869,B, Ship,2,3,160,3,low,F,,1251,1
870,F, Road,,1,238,3,medium,F,6,5092,0
871,C, Ship,5,5,263,5,medium,M,,1417,0
872,A, Flight,3,4,174,3,low,F,3,5366,1
873,C, Ship,4,2,174,3,low,M,9,1682,1
874,A, Ship,,2,195,3,medium,M,30,3462,1
875,C, Road,6,2,191,6,medium,M,,5333,1
876,D, Ship,,1,236,5,medium,M,3,1906,0
877,F, Ship,3,2,197,3,medium,F,,4491,0
878,C, Ship,4,3,181,4,low,F,,5106,0
879,F, Road,,5,151,2,medium,M,,4408,1
880,D, Ship,3,4,128,3,medium,F,51,1524,1
881,A, Flight,,5,243,3,high,M,,4486,0
882,A, Flight,5,4,267,5,medium,F,10,1837,1
883,B, Ship,3,2,198,3,low,M,15,3250,1
884,D, Ship,5,1,243,5,low,M,,1066,1
885,C, Flight,3,1,239,3,low,M,2,4425,0
886,D, Road,5,3,222,2,medium,M,,4460,1
887,F, Ship,3,2,270,3,low,F,63,2751,1
888,C, Ship,,5,198,4,low,F,,4829,0
889,F, Ship,,5,308,4,low,M,4,1202,0
890,D, Road,4,3,164,3,low,M,,1880,1
891,F, Ship,,2,126,5,low,F,6,4372,1
892,A, Ship,4,1,220,3,medium,M,4,4314,0
893,A, Ship,,1,230,2,medium,M,28,3646,1
894,C, Ship,5,2,248,5,medium,F,1,1845,1
895,F, Ship,4,5,296,2,medium,M,,1678,0
896,C, Ship,4,2,244,5,low,F,7,5337,0
897,B, Flight,5,3,119,,low,M,,5290,1
898,B, Ship,6,2,219,5,low,F,,1071,0
899,C, Flight,4,3,155,3,high,F,,4534,0
900,F, Ship,6,5,278,4,low,M,2,1167,1
901,F, Ship,3,2,136,3,high,F,,5739,0
902,B,?,,4,280,4,low,F,19,3298,1
903,C, Ship,3,3,192,3,?,F,,3995,1
904,B, Ship,3,3,221,3,high,M,,4568,1
905,D,?,3,1,231,2,low,M,24,3811,1
906,C, Ship,5,3,101,5,medium,F,1,4014,1
907,A, Flight,6,2,196,2,low,M,10,5180,1
908,D, Ship,4,4,141,2,low,M,7,1479,1
909,F, Ship,7,4,283,5,low,M,,1882,1
910,C, Ship,3,3,139,,high,M,17,1137,1
911,F, Ship,3,2,234,3,medium,M,39,2099,1
912,B, Ship,3,2,243,3,medium,M,31,3943,1
913,A, Ship,3,2,159,2,medium,M,,4326,0
914,B, Ship,4,4,156,2,?,F,,5216,0
915,A, Ship,4,3,227,3,medium,F,10,5491,1
916,C, Ship,4,4,172,3,medium,M,7,5098,0
917,F, Road,6,1,250,2,medium,M,4,4016,0
918,A, Ship,3,3,177,4,medium,F,4,1560,1
919,B, Flight,5,1,266,5,medium,F,2,1798,0
920,B, Flight,3,4,176,3,mediumm,F,,1567,1
921,F, Ship,4,4,192,2,low,M,,4151,0
922,B, Ship,5,2,244,3,low,M,2,?,0
923,F, Ship,,5,201,8,medium,F,4,5472,1
924,D, Road,,5,268,3,medium,F,,2758,1
925,C, Flight,4,5,263,4,medium,F,7,4243,1
926,C, Ship,5,5,265,3,low,M,,4423,1
927,D, Ship,,2,265,5,medium,F,,1864,0
928,F, Flight,5,1,170,3,medium,F,,1299,1
929,B,?,3,4,259,2,medium,F,3,4154,1
930,C, Ship,4,5,144,8,medium,F,,4956,1
931,A, Ship,4,1,214,5,medium,M,,2669,1
932,D, Ship,6,5,263,,low,M,,1669,0
933,F, Road,,3,274,,low,F,,1764,0
934,F, Ship,3,2,184,3,medium,F,8,4994,0
935,B,?,3,5,193,,medium,M,,5810,1
936,C, Ship,3,2,182,3,medium,F,39,3828,1
937,A, Ship,5,1,175,3,medium,F,64,?,1
938,D, Ship,3,3,211,4,high,F,22,2942,1
939,F, Ship,,2,224,2,low,F,49,3749,1
940,A, Ship,4,4,264,6,low,F,6,1758,0
941,F, Ship,3,3,237,3,medium,M,,3625,1
942,A, Flight,,5,151,3,low,F,,4088,0
943,D, Ship,2,5,171,3,medium,F,13,1101,1
944,F, Ship,3,2,188,6,medium,F,1,4856,0
945,F, Flight,4,3,148,5,medium,M,2,4065,1
946,B, Ship,6,3,272,3,low,F,39,2518,1
947,C, Ship,5,4,223,3,low,M,,4310,1
948,D, Ship,3,4,207,2,medium,M,10,4706,0
949,A, Ship,5,5,275,4,medium,M,9,1215,1
950,C, Ship,5,5,167,3,medium,M,,4319,1
951,C, Ship,3,3,149,2,low,M,8,4556,0
952,F, Ship,,3,104,4,low,M,3,?,1
953,F, Ship,5,4,271,4,low,F,5,1184,1
954,F, Ship,3,1,195,3,high,M,,3251,1
955,C, Ship,5,4,236,5,low,M,1,1682,0
956,F, Road,5,5,187,4,medium,F,,5326,0
957,D, Ship,7,2,255,4,medium,F,,1372,0
958,C, Ship,3,2,263,3,medium,M,,5447,1
959,B, Road,5,3,267,3,medium,F,,5786,1
960,F, Ship,6,1,237,,high,M,2,5364,0
961,F, Ship,7,5,278,4,low,M,1,1210,0
962,C, Ship,4,4,272,4,medium,M,,4363,1
963,A, Flight,,2,233,3,medium,F,,4233,1
964,F, Ship,,5,251,2,low,M,4,4015,0
965,C, Ship,,5,240,7,medium,F,,5525,1
966,C, Road,3,4,269,2,medium,M,6,5951,0
967,A, Flight,4,1,148,8,medium,M,5,4851,1
968,D, Road,4,5,154,4,medium,M,7,4938,0
969,C, Flight,,1,110,3,low,F,54,1155,1
970,C, Ship,3,2,177,3,low,F,5,5941,0
971,F, Ship,,1,245,3,low,M,,4343,1
972,F, Ship,,2,168,2,high,F,,4928,0
973,B, Ship,,5,206,2,low,M,3,5113,1
974,C, Flight,,2,257,5,low,M,5,4130,1
975,B, Ship,,3,184,3,low,F,,4712,1
976,A, Ship,4,3,101,6,low,M,,?,1
977,C, Ship,,4,269,3,medium,F,21,3716,1
978,A, Ship,3,2,222,4,medium,M,10,?,0
979,F, Ship,,1,268,,medium,M,,4681,1
980,B, Ship,5,5,236,5,low,M,,?,1
981,C, Ship,3,1,181,3,medium,M,,3306,1
982,D, Ship,4,3,158,5,medium,F,7,4344,1
983,F, Ship,5,2,235,3,low,M,,2984,1
984,C, Ship,3,1,166,3,medium,M,4,4716,0
985,D, Ship,5,1,267,4,low,M,5,4440,1
986,F, Ship,3,1,243,2,medium,M,,5460,0
987,B, Ship,4,1,241,5,low,F,,1145,0
988,F, Road,2,1,164,5,low,M,4,1708,0
989,F, Ship,2,1,200,3,medium,M,34,2199,1
990,D, Road,3,4,270,6,low,F,7,4098,1
991,A, Road,,3,229,3,low,M,,5225,1
992,A, Road,,5,274,10,medium,F,5,3910,1
993,F, Ship,,2,210,3,low,F,9,4102,1
994,F, Flight,5,2,240,,low,M,,4744,1
995,C, Ship,3,5,196,3,low,M,1,5303,1
996,F, Road,6,2,278,4,high,F,8,1967,0
997,B, Ship,,3,146,3,low,F,,5673,1
998,D, Ship,,4,271,2,medium,M,6,4218,0
999,A, Ship,6,4,242,3,medium,M,,?,0
1000,F, Ship,3,2,199,4,medium,F,1,5660,0
1001,C, Flight,4,4,212,,medium,M,16,2494,1
1002,F, Ship,,1,155,3,low,F,,5539,0
1003,F, Ship,3,2,131,5,low,F,,5084,0
1004,C, Flight,2,4,114,,high,M,,4423,0
1005,F, Ship,3,4,243,3,medium,M,,5705,1
1006,C, Road,5,2,205,3,low,F,3,5182,0
1007,F, Flight,,2,255,2,medium,M,,5609,0
1008,A, Ship,,3,136,3,medium,M,10,4299,1
1009,F, Ship,5,2,176,4,low,M,2,4893,0
1010,F, Ship,4,4,200,4,low,F,3,5583,1
1011,F, Road,6,4,253,4,medium,F,,1961,0
1012,F, Ship,4,4,287,6,medium,M,,5282,0
1013,C, Ship,3,2,155,3,medium,F,7,1434,1
1014,B, Ship,4,4,274,2,low,F,3,4257,0
1015,D, Ship,,5,220,3,low,F,9,5672,1
1016,B, Ship,4,3,235,,medium,F,4,4739,0
1017,D, Ship,5,4,193,3,medium,M,,4559,0
1018,F, Ship,5,2,219,4,low,F,7,?,1
1019,D, Road,3,5,161,3,medium,F,10,1978,1
1020,A, Ship,,2,215,4,high,M,1,4158,0
1021,F, Ship,3,5,150,10,low,M,,5042,0
1022,F, Road,6,5,285,,low,M,8,1028,1
1023,D, Flight,3,4,167,3,medium,M,52,1755,1
1024,D, Flight,,2,223,3,low,F,,3687,1
1025,F, Flight,5,1,272,3,medium,M,,2415,1
1026,A, Flight,5,3,224,5,low,M,,1842,0
1027,F, Ship,5,4,133,2,medium,M,30,1161,1
1028,B, Ship,4,5,211,4,medium,F,10,4004,0
1029,F, Ship,4,4,175,3,low,M,,5944,1
1030,C, Ship,6,5,308,,low,M,,1164,1
1031,F, Road,,3,243,2,medium,M,,?,1
1032,D, Ship,,5,260,5,low,F,,1860,0
1033,C, Flight,3,5,208,,medium,M,12,3181,1
1034,C,?,5,5,196,4,medium,M,8,4604,1
1035,B, Ship,,5,273,4,medium,M,9,1329,1
1036,A, Ship,,2,262,2,low,F,37,?,1
1037,F, Ship,4,5,245,5,low,M,8,1841,0
1038,A, Ship,4,3,121,2,medium,M,,1906,1
1039,F, Road,4,5,159,,low,F,,5704,0
1040,D, Flight,5,3,171,3,medium,M,,1304,1
1041,C, Ship,3,1,229,3,medium,M,,5324,1
1042,F, Ship,4,4,159,2,medium,F,,5221,0
1043,B, Road,4,3,102,3,medium,F,,4845,1
1044,F, Ship,3,2,102,4,medium,M,,1220,1
1045,C, Ship,3,3,147,3,low,M,4,5805,0
1046,D, Ship,3,4,201,3,low,F,,5722,1
1047,B, Ship,,3,271,2,medium,M,9,4967,1
1048,A, Ship,6,1,273,,low,M,3,1361,1
1049,D, Ship,3,1,152,3,low,F,,5839,1
